Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17,symptom_list,symptoms_text,severity_score,num_symptoms
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails,,,,,,,,,,,,"['skin_rash', 'joint_pain', 'skin_peeling', 'silver_like_dusting', 'small_dents_in_nails', 'inflammatory_nails']", skin_rash  joint_pain  skin_peeling  silver_like_dusting  small_dents_in_nails  inflammatory_nails,15,6
Psoriasis, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails,,,,,,,,,,,,,"['joint_pain', 'skin_peeling', 'silver_like_dusting', 'small_dents_in_nails', 'inflammatory_nails']", joint_pain  skin_peeling  silver_like_dusting  small_dents_in_nails  inflammatory_nails,12,5
Psoriasis, skin_rash, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails,,,,,,,,,,,,,"['skin_rash', 'skin_peeling', 'silver_like_dusting', 'small_dents_in_nails', 'inflammatory_nails']", skin_rash  skin_peeling  silver_like_dusting  small_dents_in_nails  inflammatory_nails,12,5
Psoriasis, skin_rash, joint_pain, silver_like_dusting, small_dents_in_nails, inflammatory_nails,,,,,,,,,,,,,"['skin_rash', 'joint_pain', 'silver_like_dusting', 'small_dents_in_nails', 'inflammatory_nails']", skin_rash  joint_pain  silver_like_dusting  small_dents_in_nails  inflammatory_nails,12,5
Psoriasis, skin_rash, joint_pain, skin_peeling, small_dents_in_nails, inflammatory_nails,,,,,,,,,,,,,"['skin_rash', 'joint_pain', 'skin_peeling', 'small_dents_in_nails', 'inflammatory_nails']", skin_rash  joint_pain  skin_peeling  small_dents_in_nails  inflammatory_nails,13,5
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting, inflammatory_nails,,,,,,,,,,,,,"['skin_rash', 'joint_pain', 'skin_peeling', 'silver_like_dusting', 'inflammatory_nails']", skin_rash  joint_pain  skin_peeling  silver_like_dusting  inflammatory_nails,13,5
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails,,,,,,,,,,,,,"['skin_rash', 'joint_pain', 'skin_peeling', 'silver_like_dusting', 'small_dents_in_nails']", skin_rash  joint_pain  skin_peeling  silver_like_dusting  small_dents_in_nails,13,5
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose, yellow_crust_ooze,,,,,,,,,,,,,"['skin_rash', 'high_fever', 'blister', 'red_sore_around_nose', 'yellow_crust_ooze']", skin_rash  high_fever  blister  red_sore_around_nose  yellow_crust_ooze,19,5
Impetigo, high_fever, blister, red_sore_around_nose, yellow_crust_ooze,,,,,,,,,,,,,,"['high_fever', 'blister', 'red_sore_around_nose', 'yellow_crust_ooze']", high_fever  blister  red_sore_around_nose  yellow_crust_ooze,16,4
Impetigo, skin_rash, blister, red_sore_around_nose, yellow_crust_ooze,,,,,,,,,,,,,,"['skin_rash', 'blister', 'red_sore_around_nose', 'yellow_crust_ooze']", skin_rash  blister  red_sore_around_nose  yellow_crust_ooze,12,4
Impetigo, skin_rash, high_fever, red_sore_around_nose, yellow_crust_ooze,,,,,,,,,,,,,,"['skin_rash', 'high_fever', 'red_sore_around_nose', 'yellow_crust_ooze']", skin_rash  high_fever  red_sore_around_nose  yellow_crust_ooze,15,4
Impetigo, skin_rash, high_fever, blister, yellow_crust_ooze,,,,,,,,,,,,,,"['skin_rash', 'high_fever', 'blister', 'yellow_crust_ooze']", skin_rash  high_fever  blister  yellow_crust_ooze,17,4
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,,,,,,,,,,,,,,"['skin_rash', 'high_fever', 'blister', 'red_sore_around_nose']", skin_rash  high_fever  blister  red_sore_around_nose,16,4
